id_transacao,id_origem,id_destino,valor,data_transacao,canal,tipo_conta_origem,tipo_conta_destino,instituicao_origem,instituicao_destino,localizacao_origem,localizacao_destino,dispositivo_origem,ip_origem,fingerprint,fraude
T007680,C00327,C01046,605.81,2025-01-15 23:35:00,TRANSFERÊNCIA INTERNA,Pessoa Jurídica,Pessoa Física,Banco Digital X,Banco B,Santos dos Dourados,da Cunha do Norte,web,90.114.94.6,3fec905914c0,0
T007681,C00498,C00766,582.06,2025-03-04 10:38:00,TRANSFERÊNCIA INTERNA,Pessoa Jurídica,Pessoa Física,Banco A,Banco C,Ribeiro da Praia,Freitas,web,28.17.30.208,4f1f93413072,0
T007682,C01028,C01051,392.29,2025-02-19 22:48:00,DOC,Pessoa Física,Pessoa Jurídica,Banco A,Banco Digital X,das Neves,Alves,caixa_eletronico,169.217.161.213,8ac469fbd7f4,0
T007683,C00153,C01213,528.73,2025-02-21 16:25:00,PIX,Pessoa Jurídica,Pessoa Física,Banco B,Banco C,Duarte,Pereira,web,227.161.201.167,13eb33efeb6b,0
T007684,FRAUD017,FRAUD015,728.12,2025-03-10 15:01:00,TED,Pessoa Física,Pessoa Física,Banco Digital X,Banco Digital X,Aragão,Aragão,web,192.168.1.4,74bca729008b,1
T007685,C00077,C01213,115.61,2025-03-14 15:37:00,TRANSFERÊNCIA INTERNA,Pessoa Jurídica,Pessoa Jurídica,Banco B,Wallet Y,Novaes dos Dourados,Carvalho das Flores,caixa_eletronico,253.233.108.140,e519485b47f5,0
T007686,C00723,C00335,563.51,2025-03-05 17:53:00,BOLETO,Pessoa Jurídica,Pessoa Jurídica,Banco B,Banco Digital X,Novaes das Flores,Aragão,web,231.112.188.32,14c6d228a109,0
T007687,C01296,C00452,128.04,2025-01-13 05:01:00,TED,Pessoa Jurídica,Pessoa Jurídica,Banco Digital X,Wallet Y,Pires do Sul,Viana de Teixeira,mobile,235.84.207.205,f44ce2839390,0
T007688,C00128,C00993,459.42,2025-01-02 19:10:00,TED,Pessoa Jurídica,Pessoa Jurídica,Banco C,Wallet Y,Viana,Moura,web,90.167.18.80,d293d93d1a4d,0
T007689,C00420,C01061,147.27,2025-02-25 05:51:00,TRANSFERÊNCIA INTERNA,Pessoa Física,Pessoa Jurídica,Banco C,Banco A,Correia,Oliveira,mobile,136.197.57.123,158ad6e053f7,0
T007690,C00531,C00322,20.51,2025-02-12 15:17:00,BOLETO,Pessoa Física,Pessoa Jurídica,Banco C,Banco A,da Cruz,Silva da Prata,web,146.239.249.20,2b333d54564b,0
T007691,C00980,C01199,493.16,2025-01-12 22:19:00,PIX,Pessoa Jurídica,Pessoa Jurídica,Banco Digital X,Banco A,Souza,Gonçalves,caixa_eletronico,48.61.11.242,5fd2ada74ff0,0
T007692,C00365,C01013,24.01,2025-01-24 21:14:00,PIX,Pessoa Jurídica,Pessoa Jurídica,Banco Digital X,Banco C,Barros Grande,Nascimento Grande,web,83.59.25.193,d28f3d8abdec,0
T007693,C00843,C01013,375.0,2025-02-13 11:03:00,PIX,Pessoa Jurídica,Pessoa Física,Banco A,Banco A,Cardoso da Praia,Moreira,caixa_eletronico,20.27.91.201,589f587a3ee5,0
T007694,C00998,C01125,22.0,2025-02-11 12:50:00,PIX,Pessoa Jurídica,Pessoa Jurídica,Banco A,Banco C,Costela Paulista,Pinto de Cardoso,web,174.13.64.48,f2a38b1f46cb,0
T007695,C00853,C00209,183.83,2025-03-04 08:04:00,TED,Pessoa Física,Pessoa Física,Banco C,Banco Digital X,Gonçalves,Novaes do Campo,mobile,76.231.141.121,5eaa88acbe6f,0
T007696,C00980,C00815,77.79,2025-03-21 03:57:00,TED,Pessoa Física,Pessoa Jurídica,Banco B,Banco Digital X,Cardoso,Dias do Sul,caixa_eletronico,144.183.12.44,5fd2ada74ff0,0
T007697,C00756,C00864,675.14,2025-01-23 03:53:00,DOC,Pessoa Jurídica,Pessoa Física,Banco A,Banco B,Pinto da Serra,da Conceição de Barros,mobile,190.216.13.30,511c6af66dff,0
T007698,C00056,C00746,206.1,2025-01-10 14:13:00,PIX,Pessoa Física,Pessoa Física,Banco C,Banco B,Moraes,da Costa,web,153.120.167.68,438d7aa6a0d8,0
T007699,C00852,C01391,599.24,2025-01-21 16:57:00,PIX,Pessoa Jurídica,Pessoa Física,Wallet Y,Banco C,Alves do Galho,Rodrigues do Campo,caixa_eletronico,251.33.26.231,b3cd1eac2d2c,0
T007700,C00853,C01387,43.0,2025-02-17 18:28:00,PIX,Pessoa Jurídica,Pessoa Física,Banco B,Banco C,da Rocha,Martins das Pedras,caixa_eletronico,227.129.174.141,5eaa88acbe6f,0
T007701,C01304,C00091,337.81,2025-02-21 21:17:00,DOC,Pessoa Física,Pessoa Física,Banco B,Banco C,Nogueira de Teixeira,Mendes de Gomes,caixa_eletronico,170.126.100.167,f6681d3ad06f,0
T007702,C01311,C00049,555.74,2025-02-18 08:26:00,BOLETO,Pessoa Física,Pessoa Física,Banco Digital X,Wallet Y,Oliveira,Duarte de da Rocha,mobile,246.171.123.224,74559cbe1f56,0
T007703,FRAUD020,FRAUD023,888.65,2025-01-19 01:38:00,TED,Pessoa Física,Pessoa Física,Banco Digital X,Banco Digital X,Ribeiro,Ribeiro,web,192.168.1.5,9676e85d6ccf,1
T007704,C00520,C01378,417.01,2025-01-02 12:50:00,PIX,Pessoa Física,Pessoa Física,Banco A,Wallet Y,Melo,da Costa,web,249.24.241.254,af742ac578e7,0
T007705,C01124,C00237,749.7,2025-03-04 11:56:00,BOLETO,Pessoa Física,Pessoa Física,Banco C,Banco C,Pereira da Praia,da Conceição dos Dourados,caixa_eletronico,14.146.203.58,784df1558d1f,0
T007706,C00757,C00748,82.74,2025-02-21 22:37:00,TED,Pessoa Jurídica,Pessoa Física,Banco C,Banco Digital X,Fogaça de Goiás,Correia de Nascimento,mobile,95.50.48.160,3f6151d40495,0
T007707,C01198,C00245,996.09,2025-01-27 08:35:00,PIX,Pessoa Física,Pessoa Física,Banco Digital X,Wallet Y,da Mata Alegre,Sales de Ramos,web,73.99.10.172,bf7ea4530c3a,0
T007708,C01426,C00084,74.73,2025-02-16 08:53:00,TRANSFERÊNCIA INTERNA,Pessoa Jurídica,Pessoa Jurídica,Banco C,Banco Digital X,Campos,Fogaça de Rodrigues,web,166.139.146.122,b31e3610b7a7,0
T007709,C00958,C00633,683.15,2025-03-22 08:04:00,PIX,Pessoa Física,Pessoa Jurídica,Banco B,Wallet Y,Correia das Pedras,da Mota Grande,mobile,78.140.136.28,007445fe1af8,0
T007710,C00479,C01287,289.63,2025-01-15 14:15:00,PIX,Pessoa Jurídica,Pessoa Física,Banco C,Banco A,da Mota,Monteiro,caixa_eletronico,135.104.142.200,4ba0a54388b1,0
T007711,C00107,C01353,2.94,2025-03-08 04:16:00,DOC,Pessoa Jurídica,Pessoa Jurídica,Banco A,Banco A,Campos da Prata,Barros do Campo,caixa_eletronico,149.230.6.29,817040d71c0c,0
T007712,C01125,C01371,52.68,2025-03-01 05:29:00,PIX,Pessoa Jurídica,Pessoa Jurídica,Banco A,Banco C,Araújo,Rezende de Goiás,caixa_eletronico,142.243.49.13,db4640bd8b4f,0
T007713,C00912,C00504,539.86,2025-02-12 18:20:00,TED,Pessoa Jurídica,Pessoa Jurídica,Wallet Y,Banco A,Gonçalves Verde,Moraes,mobile,33.222.226.222,f83614c749b0,0
T007714,C00315,C00922,556.64,2025-02-16 08:27:00,TED,Pessoa Física,Pessoa Jurídica,Banco C,Banco C,Mendes,Fogaça,mobile,130.204.222.56,d3e4e44020a3,0
T007715,C01302,C00072,315.16,2025-02-24 05:29:00,PIX,Pessoa Jurídica,Pessoa Física,Wallet Y,Banco Digital X,Moura,Cavalcanti,mobile,54.43.48.64,6de6df42d0a5,0
T007716,C00359,C01460,0.46,2025-03-04 08:05:00,PIX,Pessoa Física,Pessoa Física,Banco A,Banco B,das Neves,Costa,caixa_eletronico,33.35.11.239,48cfcc1c94ea,0
T007717,C01264,C00353,36.43,2025-03-16 01:38:00,DOC,Pessoa Física,Pessoa Física,Banco C,Banco A,Aragão Verde,Ribeiro da Praia,mobile,88.59.93.191,8404ec30c4a6,0
T007718,C01245,C01103,400.25,2025-03-24 17:25:00,DOC,Pessoa Jurídica,Pessoa Física,Banco Digital X,Banco A,Cavalcanti,da Costa do Campo,web,156.40.51.222,7455eece12da,0
T007719,C00491,C00045,70.81,2025-01-14 12:45:00,TED,Pessoa Física,Pessoa Física,Banco A,Banco A,Jesus de Minas,Rodrigues do Galho,mobile,58.66.229.87,a352abe80594,0
T007720,C00135,C00675,438.33,2025-02-28 06:29:00,PIX,Pessoa Jurídica,Pessoa Jurídica,Banco C,Banco B,Teixeira do Sul,Aragão de da Paz,mobile,80.5.50.193,52291acbf3c3,0
T007721,C01014,C00913,510.88,2025-03-06 04:02:00,TED,Pessoa Física,Pessoa Física,Banco C,Banco A,Porto,Alves do Campo,web,83.93.252.62,097eabfd30a6,0
T007722,C00666,C00494,65.73,2025-03-10 19:47:00,TRANSFERÊNCIA INTERNA,Pessoa Física,Pessoa Física,Banco A,Banco A,Nogueira dos Dourados,Moura,mobile,18.246.241.121,1c0b9c4064a7,0
T007723,C00811,C00871,195.97,2025-01-13 05:55:00,DOC,Pessoa Jurídica,Pessoa Jurídica,Banco A,Banco A,Gonçalves,das Neves,mobile,145.20.240.169,0219034a84c1,0
T007724,C00530,C00784,816.9,2025-03-21 13:12:00,PIX,Pessoa Jurídica,Pessoa Física,Banco A,Banco A,da Cunha de Nascimento,da Costa da Prata,web,229.140.56.113,556938a6f148,0
T007725,C00063,C00429,250.48,2025-03-29 08:29:00,TED,Pessoa Física,Pessoa Jurídica,Wallet Y,Banco C,Novaes dos Dourados,Moura,web,239.78.80.163,c9f49836bafb,0
T007726,C01264,C00558,35.26,2025-03-02 15:23:00,TED,Pessoa Física,Pessoa Física,Banco C,Banco Digital X,Rocha das Pedras,Costa,web,158.116.167.130,8404ec30c4a6,0
T007727,C00319,C00744,203.17,2025-03-18 03:45:00,TED,Pessoa Física,Pessoa Jurídica,Banco C,Banco A,Moura,Barbosa dos Dourados,web,11.109.242.9,c530fcda7199,0
T007728,C00858,C00775,411.01,2025-01-10 12:57:00,BOLETO,Pessoa Física,Pessoa Jurídica,Banco Digital X,Banco C,Farias Alegre,Alves,mobile,57.37.35.147,5d2c607a07f2,0
T007729,C00183,C00395,391.09,2025-02-12 14:04:00,BOLETO,Pessoa Física,Pessoa Jurídica,Banco Digital X,Wallet Y,Azevedo de Costa,Pereira,mobile,100.185.183.5,52b50bc26bc7,0
T007730,C01358,C01341,81.55,2025-01-30 04:15:00,TRANSFERÊNCIA INTERNA,Pessoa Jurídica,Pessoa Física,Banco C,Banco C,da Paz Verde,Correia de Silva,mobile,124.101.149.218,cacd4691fbad,0
T007731,C00859,C00787,43.98,2025-01-31 04:57:00,TED,Pessoa Jurídica,Pessoa Jurídica,Banco Digital X,Banco A,da Costa do Norte,da Rocha,web,201.190.103.150,dad628cf2afb,0
T007732,C01489,C00514,99.3,2025-01-03 14:58:00,TRANSFERÊNCIA INTERNA,Pessoa Física,Pessoa Jurídica,Banco C,Banco B,Martins,Peixoto,web,167.18.65.190,036fae0304c0,0
T007733,C00262,C00500,498.84,2025-02-16 03:34:00,PIX,Pessoa Jurídica,Pessoa Jurídica,Banco Digital X,Banco C,Caldeira da Serra,Sales dos Dourados,mobile,190.87.182.166,b7fea32354d2,0
T007734,C00687,C00016,112.25,2025-03-14 04:48:00,TED,Pessoa Jurídica,Pessoa Jurídica,Banco C,Banco A,Caldeira da Prata,Farias Grande,web,93.246.253.247,c2cb19beb74b,0
T007735,C01456,C01056,605.28,2025-03-19 11:24:00,PIX,Pessoa Jurídica,Pessoa Física,Banco B,Banco C,Alves Paulista,Nunes Grande,web,241.75.223.46,1817eec4d940,0
T007736,C00965,C00471,690.1,2025-03-11 14:28:00,DOC,Pessoa Física,Pessoa Jurídica,Banco B,Banco C,da Luz,Souza Paulista,web,233.151.57.236,febda6c02676,0
T007737,C00364,C00753,952.36,2025-03-07 16:29:00,TRANSFERÊNCIA INTERNA,Pessoa Física,Pessoa Física,Banco C,Banco B,da Rocha de Gomes,Cardoso,caixa_eletronico,249.188.144.211,c58b1fafa6f2,0
T007738,C01431,C00245,254.39,2025-03-29 03:16:00,TED,Pessoa Jurídica,Pessoa Jurídica,Banco B,Wallet Y,Ribeiro de Ribeiro,Gonçalves das Flores,caixa_eletronico,127.80.224.239,4517813921c8,0
T007739,C00080,C01123,188.33,2025-02-15 04:18:00,TED,Pessoa Jurídica,Pessoa Jurídica,Banco B,Banco A,da Mota,Caldeira,mobile,181.45.56.252,6a60595ed236,0
T007740,C00768,C00903,36.93,2025-02-20 14:11:00,DOC,Pessoa Jurídica,Pessoa Física,Banco Digital X,Banco A,Cardoso de Mendes,Cavalcanti de Barbosa,web,85.121.203.34,2cf9f475e0b1,0
T007741,C00332,C01347,129.75,2025-03-21 19:37:00,DOC,Pessoa Física,Pessoa Jurídica,Wallet Y,Banco A,Dias,Moraes,caixa_eletronico,33.79.114.234,c7f82bd2f726,0
T007742,C01203,C00451,1065.87,2025-01-29 07:29:00,TRANSFERÊNCIA INTERNA,Pessoa Física,Pessoa Física,Banco A,Banco B,Ribeiro,Silva de Barbosa,caixa_eletronico,26.132.197.96,e78e3a25a8d6,0
T007743,C00520,C00074,49.15,2025-03-21 11:14:00,BOLETO,Pessoa Jurídica,Pessoa Física,Banco B,Banco A,Barbosa Verde,Nascimento de Barbosa,web,73.191.189.201,af742ac578e7,0
T007744,C00189,C00792,10.75,2025-03-24 22:38:00,BOLETO,Pessoa Física,Pessoa Jurídica,Banco A,Banco B,Gonçalves,Moraes do Sul,mobile,197.149.40.19,42bc34d68ba4,0
T007745,C01392,C01059,89.99,2025-02-01 08:36:00,TED,Pessoa Física,Pessoa Física,Banco Digital X,Wallet Y,Dias da Praia,Almeida do Galho,mobile,222.63.78.155,d096af008ad7,0
T007746,C00309,C00799,99.1,2025-01-24 06:42:00,TRANSFERÊNCIA INTERNA,Pessoa Jurídica,Pessoa Física,Banco B,Banco B,Pereira das Pedras,Teixeira do Sul,web,30.253.152.73,0eebc817d919,0
T007747,C00451,C01133,473.12,2025-02-15 02:22:00,TRANSFERÊNCIA INTERNA,Pessoa Jurídica,Pessoa Física,Banco Digital X,Banco A,Nunes,Oliveira,mobile,92.110.178.42,b0e653cffe32,0
T007748,C01346,C00776,194.88,2025-01-12 02:45:00,TRANSFERÊNCIA INTERNA,Pessoa Jurídica,Pessoa Física,Banco B,Banco B,Almeida,da Costa de Correia,mobile,99.145.24.38,a9d82e6210d7,0
T007749,C00692,C00960,55.72,2025-02-12 00:55:00,BOLETO,Pessoa Física,Pessoa Jurídica,Banco Digital X,Banco C,Araújo,Jesus do Amparo,mobile,99.167.55.114,4c39345b462f,0
T007750,C01337,C00024,224.07,2025-03-29 03:12:00,PIX,Pessoa Jurídica,Pessoa Física,Wallet Y,Banco C,da Paz,Monteiro da Prata,caixa_eletronico,236.160.246.137,71f45c3b38eb,0
T007751,C00252,C00267,143.08,2025-02-20 10:00:00,TRANSFERÊNCIA INTERNA,Pessoa Jurídica,Pessoa Física,Banco B,Banco A,Ferreira do Campo,Jesus,web,148.85.147.103,50cb3deffa28,0
T007752,C00618,C01015,762.01,2025-01-14 03:58:00,DOC,Pessoa Física,Pessoa Física,Banco Digital X,Banco C,Nascimento das Pedras,Pires,caixa_eletronico,18.98.148.140,4d2bf29b6ac7,0
T007753,C00046,C00426,239.14,2025-01-09 08:08:00,BOLETO,Pessoa Física,Pessoa Jurídica,Banco Digital X,Banco C,Gonçalves,Silva de Minas,mobile,209.72.158.201,1bb5373a52a2,0
T007754,C00560,C00428,69.95,2025-03-11 06:51:00,TED,Pessoa Física,Pessoa Jurídica,Banco A,Banco B,da Costa,Sales,caixa_eletronico,121.219.206.219,011c06ed777c,0
T007755,C00029,C01404,95.84,2025-02-09 02:15:00,PIX,Pessoa Jurídica,Pessoa Física,Banco Digital X,Banco A,da Cunha,da Costa,mobile,43.132.86.149,bed09dd4a3f3,0
T007756,C01221,C00429,34.98,2025-03-20 20:33:00,DOC,Pessoa Jurídica,Pessoa Jurídica,Banco B,Banco Digital X,Souza de Azevedo,Oliveira,mobile,54.77.92.186,13c58e27aaad,0
T007757,C00201,C00580,276.82,2025-02-14 15:50:00,DOC,Pessoa Jurídica,Pessoa Física,Wallet Y,Banco Digital X,Melo dos Dourados,Silva,caixa_eletronico,149.76.126.182,80453eee40b1,0
T007758,C00580,C00072,17.06,2025-01-30 03:48:00,BOLETO,Pessoa Física,Pessoa Jurídica,Wallet Y,Banco B,Barros das Pedras,Dias do Norte,caixa_eletronico,244.137.121.241,81b8e32292e8,0
T007759,C01130,C01296,312.27,2025-02-11 03:59:00,DOC,Pessoa Jurídica,Pessoa Jurídica,Banco Digital X,Banco C,Oliveira,Cardoso do Amparo,mobile,237.59.73.186,52177e31bd9c,0
T007760,C01231,C01430,252.63,2025-03-14 19:27:00,TED,Pessoa Jurídica,Pessoa Jurídica,Wallet Y,Wallet Y,Azevedo,Santos da Prata,mobile,229.31.68.78,c9bd0f82e371,0
T007761,C00040,C00522,81.24,2025-03-24 16:35:00,DOC,Pessoa Física,Pessoa Jurídica,Banco A,Wallet Y,Silva da Serra,Santos de Duarte,web,27.158.67.91,0e4625ed49b5,0
T007762,C01326,C01056,588.69,2025-03-16 06:40:00,TRANSFERÊNCIA INTERNA,Pessoa Física,Pessoa Jurídica,Banco A,Wallet Y,da Luz de da Mata,Cardoso Verde,mobile,99.164.249.187,c52e7375976b,0
T007763,C00578,C01418,932.27,2025-02-09 19:21:00,TRANSFERÊNCIA INTERNA,Pessoa Física,Pessoa Física,Banco B,Banco C,Moraes Paulista,Costela de Minas,caixa_eletronico,116.67.102.28,406714486a9c,0
T007764,C00558,C00408,71.27,2025-01-17 02:54:00,DOC,Pessoa Jurídica,Pessoa Jurídica,Banco C,Banco A,Barbosa de Ramos,Cardoso,web,100.186.178.230,6579c9817371,0
T007765,C01283,C01117,339.46,2025-01-27 18:22:00,BOLETO,Pessoa Física,Pessoa Física,Wallet Y,Banco A,da Costa Grande,Correia da Serra,web,23.51.195.129,b45fcb47b462,0
T007766,C00056,C00877,184.84,2025-02-08 13:11:00,TED,Pessoa Jurídica,Pessoa Física,Banco A,Banco Digital X,da Cunha da Serra,Correia da Serra,mobile,57.13.153.99,438d7aa6a0d8,0
T007767,C00677,C00969,246.68,2025-03-16 10:17:00,PIX,Pessoa Jurídica,Pessoa Jurídica,Banco B,Banco B,Silveira de Gomes,Barbosa Alegre,mobile,190.116.16.75,2d874e6b5588,0
T007768,C00043,C00188,157.19,2025-02-23 18:30:00,BOLETO,Pessoa Jurídica,Pessoa Física,Banco B,Banco C,Vieira das Flores,Campos da Serra,web,11.31.132.53,5473f5c10034,0
T007769,C00546,C00254,610.54,2025-01-10 14:42:00,TED,Pessoa Física,Pessoa Física,Wallet Y,Banco A,da Luz Grande,Ferreira Grande,web,143.149.34.100,43523354304f,0
T007770,C00902,C00944,463.75,2025-02-12 16:08:00,PIX,Pessoa Jurídica,Pessoa Jurídica,Banco C,Wallet Y,da Costa do Sul,da Mota de Minas,caixa_eletronico,159.18.242.45,c8b39d6e7c3e,0
T007771,C00489,C01346,356.4,2025-02-02 02:15:00,TRANSFERÊNCIA INTERNA,Pessoa Física,Pessoa Jurídica,Banco B,Banco Digital X,da Luz,Moura,web,57.235.135.76,9a0a8eb0acbd,0
T007772,C00516,C00536,666.17,2025-03-25 17:49:00,BOLETO,Pessoa Jurídica,Pessoa Jurídica,Banco B,Banco B,Ferreira,da Rosa de Ferreira,web,112.205.169.58,f603534362a2,0
T007773,C00370,C00189,325.38,2025-02-04 06:48:00,TRANSFERÊNCIA INTERNA,Pessoa Jurídica,Pessoa Jurídica,Banco B,Banco A,Almeida do Campo,Porto da Serra,mobile,22.194.99.35,2cfafa50b37e,0
T007774,C01231,C00792,113.68,2025-02-21 03:59:00,BOLETO,Pessoa Física,Pessoa Jurídica,Banco Digital X,Banco B,Caldeira da Praia,Ramos,mobile,210.241.1.38,c9bd0f82e371,0
T007775,C00764,C00006,136.16,2025-03-24 08:22:00,DOC,Pessoa Física,Pessoa Jurídica,Banco A,Wallet Y,Pereira,Ribeiro,caixa_eletronico,244.112.238.53,a604f8b84858,0
T007776,C00685,C00247,46.68,2025-02-25 04:18:00,PIX,Pessoa Física,Pessoa Jurídica,Banco C,Banco Digital X,da Cunha,Lopes,web,10.226.194.15,a6c0044a6631,0
T007777,C01354,C01286,194.25,2025-02-14 21:13:00,PIX,Pessoa Jurídica,Pessoa Jurídica,Banco Digital X,Banco Digital X,da Conceição,Viana,caixa_eletronico,217.80.17.24,7183e802b081,0
T007778,C00079,C01217,84.26,2025-03-14 00:34:00,DOC,Pessoa Física,Pessoa Jurídica,Banco C,Wallet Y,Pinto,Castro,web,200.0.250.172,766eca203464,0
T007779,C01498,C01216,864.32,2025-01-06 23:17:00,BOLETO,Pessoa Física,Pessoa Jurídica,Banco B,Wallet Y,Farias,Fogaça,web,230.94.57.122,055a946f0b1b,0
T007780,C00117,C01065,80.34,2025-01-31 08:38:00,TRANSFERÊNCIA INTERNA,Pessoa Jurídica,Pessoa Física,Wallet Y,Banco B,das Neves,Martins,web,189.223.244.69,2a7b8a847a6f,0
T007781,C00572,C00119,197.57,2025-02-07 13:01:00,PIX,Pessoa Física,Pessoa Física,Banco A,Wallet Y,Melo da Praia,Moura,mobile,236.196.93.221,0718af74f632,0
T007782,C00543,C01474,420.37,2025-03-18 22:55:00,PIX,Pessoa Jurídica,Pessoa Jurídica,Banco B,Banco B,Duarte,Barros das Flores,caixa_eletronico,154.174.215.250,02988e9b4997,0
T007783,C00715,C01401,94.14,2025-01-20 04:01:00,DOC,Pessoa Jurídica,Pessoa Física,Banco B,Wallet Y,Pires da Mata,da Costa do Norte,web,246.31.20.103,1c85b159bb14,0
T007784,C00956,C01429,1279.06,2025-03-27 02:24:00,PIX,Pessoa Física,Pessoa Física,Banco A,Banco A,Vieira de Azevedo,Pires,mobile,203.55.222.74,4da1fc638c9c,0
T007785,C00856,C01230,87.06,2025-02-28 07:40:00,PIX,Pessoa Jurídica,Pessoa Física,Banco C,Wallet Y,Sales,da Conceição do Amparo,web,67.53.188.25,13c022b31e3f,0
T007786,C00460,C00675,152.1,2025-02-16 06:43:00,TED,Pessoa Jurídica,Pessoa Física,Banco B,Wallet Y,Rocha do Galho,da Paz do Campo,caixa_eletronico,46.195.209.49,9e51283d63ca,0
T007787,C00049,C01152,487.38,2025-02-03 17:18:00,BOLETO,Pessoa Jurídica,Pessoa Física,Banco A,Banco B,da Luz de Nogueira,Carvalho Alegre,mobile,76.189.47.110,c81154d46d52,0
T007788,C00734,C00534,1065.85,2025-02-02 11:58:00,TED,Pessoa Física,Pessoa Física,Banco A,Banco C,Rodrigues do Norte,da Cunha,web,39.116.61.114,bc2e963d72a0,0
T007789,C01270,C00687,30.54,2025-03-08 23:17:00,PIX,Pessoa Jurídica,Pessoa Física,Banco A,Banco Digital X,Duarte,Jesus,web,129.20.187.187,2311ffddd495,0
T007790,C00781,C00527,149.02,2025-03-13 15:14:00,TRANSFERÊNCIA INTERNA,Pessoa Física,Pessoa Física,Banco A,Banco Digital X,Lopes,Teixeira,caixa_eletronico,184.144.190.71,65f6d634ab22,0
T007791,C00819,C01420,153.12,2025-01-19 18:19:00,BOLETO,Pessoa Jurídica,Pessoa Física,Banco A,Banco B,Ferreira,Alves dos Dourados,web,50.159.185.250,54094b99af01,0
T007792,C00766,C00784,360.36,2025-02-10 19:50:00,BOLETO,Pessoa Jurídica,Pessoa Física,Wallet Y,Banco B,Barros,Silveira,caixa_eletronico,230.178.60.91,45315ea1b04c,0
T007793,C01132,C00977,448.66,2025-03-22 01:30:00,DOC,Pessoa Física,Pessoa Física,Banco Digital X,Banco C,da Rocha,Nunes,caixa_eletronico,241.110.167.74,3d552dd3abce,0
T007794,C01073,C00259,70.36,2025-01-06 21:49:00,PIX,Pessoa Física,Pessoa Física,Banco Digital X,Wallet Y,Pires,da Rosa da Prata,caixa_eletronico,254.47.85.240,0dd593f9e0fe,0
T007795,C00867,C01174,59.56,2025-01-30 05:13:00,DOC,Pessoa Física,Pessoa Física,Banco Digital X,Wallet Y,Gomes de Pereira,Mendes,mobile,68.17.253.123,04ef68671ba9,0
T007796,C00659,C00417,428.25,2025-03-12 15:15:00,DOC,Pessoa Física,Pessoa Física,Banco Digital X,Wallet Y,Nascimento de Silveira,Rocha do Oeste,mobile,172.213.76.103,dd81373875b2,0
T007797,C00273,C01380,168.68,2025-01-01 02:05:00,PIX,Pessoa Jurídica,Pessoa Física,Wallet Y,Wallet Y,Dias,Fernandes,web,123.245.125.160,24eb6255f3f1,0
T007798,C01005,C00876,254.64,2025-03-07 02:41:00,BOLETO,Pessoa Física,Pessoa Física,Banco Digital X,Banco C,Mendes,Rocha dos Dourados,mobile,121.212.230.226,6885113316d4,0
T007799,C00630,C00934,136.27,2025-02-04 15:01:00,TED,Pessoa Física,Pessoa Física,Banco C,Banco B,da Rosa de Fogaça,Costela de Farias,caixa_eletronico,13.101.50.22,7b27237f003d,0
T007800,C01409,C00976,301.21,2025-01-13 04:55:00,TRANSFERÊNCIA INTERNA,Pessoa Jurídica,Pessoa Jurídica,Banco B,Banco Digital X,da Paz do Oeste,Teixeira,web,131.70.83.98,1082e2368a74,0
T007801,C00656,C01477,179.61,2025-01-06 18:22:00,TRANSFERÊNCIA INTERNA,Pessoa Jurídica,Pessoa Física,Wallet Y,Banco Digital X,Araújo,Gonçalves das Flores,caixa_eletronico,49.144.165.209,a78c90db5c94,0
T007802,C01377,C00628,380.33,2025-03-16 07:20:00,PIX,Pessoa Física,Pessoa Física,Banco Digital X,Banco B,Santos,da Conceição,mobile,215.88.202.155,1419aa75b9a3,0
T007803,C00654,C01136,129.01,2025-01-28 04:44:00,PIX,Pessoa Física,Pessoa Física,Banco Digital X,Banco B,da Paz de Caldeira,Gonçalves,caixa_eletronico,94.13.139.209,e0ae8959a33e,0
T007804,C01172,C00300,213.65,2025-01-06 02:08:00,TED,Pessoa Jurídica,Pessoa Física,Wallet Y,Banco Digital X,Jesus,Viana,caixa_eletronico,154.9.145.43,dd5c1afd9069,0
T007805,C01095,C00526,121.74,2025-01-22 23:00:00,TRANSFERÊNCIA INTERNA,Pessoa Física,Pessoa Jurídica,Wallet Y,Banco C,Carvalho,Silva do Galho,caixa_eletronico,45.239.86.100,e13a97cdb240,0
T007806,C00651,C00928,455.72,2025-01-25 18:05:00,TED,Pessoa Física,Pessoa Física,Banco B,Wallet Y,Gomes Paulista,Gomes da Prata,mobile,49.54.84.230,6854a9fe0ced,0
T007807,C00523,C00445,48.61,2025-01-02 08:30:00,DOC,Pessoa Jurídica,Pessoa Jurídica,Banco Digital X,Banco C,da Paz,Pinto do Galho,caixa_eletronico,82.43.96.66,cc1495c0e62d,0
T007808,C00625,C00025,29.5,2025-02-27 16:45:00,TED,Pessoa Física,Pessoa Jurídica,Banco B,Banco A,Nogueira,Pereira,mobile,67.245.107.154,0c184824b10d,0
T007809,C01129,C00047,477.39,2025-01-02 21:17:00,BOLETO,Pessoa Física,Pessoa Jurídica,Banco Digital X,Banco B,Costela Grande,Fogaça,mobile,82.62.157.37,77f0e453dcdf,0
T007810,C00741,C00449,188.68,2025-01-13 14:11:00,TRANSFERÊNCIA INTERNA,Pessoa Jurídica,Pessoa Física,Banco A,Banco A,Carvalho de Minas,Lima,mobile,170.81.216.32,fe482064a917,0
